,player_id,full_name,status,team,position
3117,3117,Mark Davis,Inactive,,
6461,6461,Matt Orzech,Active,GB,LS
716,716,Steve Maneri,Inactive,,TE
11880,11880,Woo Governor,Active,,DB
6411,6411,Kyle Vasey,Active,,LS
48,48,James Harrison,Inactive,,LB
11591,11591,Marshel Martin,Active,,TE
11722,11722,Adisa Isaac,Active,BAL,DE
8154,8154,Brian Robinson,Active,WAS,RB
4502,4502,Cameron Lee,Inactive,,G
6743,6743,Quart'e Sapp,Active,,LB
5412,5412,Zack Golditch,Inactive,,G
783,783,Rafael Bush,Injured Reserve,,SS
828,828,Clint Boling,Injured Reserve,,G
4060,4060,Jason Licht,Inactive,,
162,162,Lyle Sendlein,Inactive,,C
1881,1881,Brent Urban,Active,BAL,DE
11060,11060,Robert Burns,Active,ATL,RB
7427,7427,Tyler Mabry,Active,SEA,TE
515,515,Rob Gronkowski,Active,,TE
1419,1419,Brian Schwenke,Inactive,,C
2960,2960,Drequan Hoskey,Inactive,,CB
7739,7739,Bryce Hargrove,Active,,OL
12098,12098,Ovie Oghoufo,Active,LV,DE
11119,11119,Jerrod Clark,Active,,DL
11890,11890,Luquay Washington,Active,,LB
6090,6090,Montre Hartage,Active,,DB
6015,6015,Deshaun Davis,Active,,OLB
11806,11806,Casey Washington,Active,ATL,WR
4469,4469,Richie Brown,Inactive,,OLB
6816,6816,Cesar Ruiz,Active,NO,OL
5941,5941,Felton Davis,Active,,WR
6068,6068,Devine Ozigbo,Active,,RB
2689,2689,Todd Davis,Injured Reserve,,LB
6111,6111,Jake Browning,Active,CIN,QB
5733,5733,Clayton Wilson,Active,,TE
4044,4044,Scott Linehan,Inactive,,
7102,7102,Mason Fine,Inactive,,QB
8513,8513,Dawson Deaton,Active,,OL
6100,6100,Ed Alexander,Inactive,,DT
8430,8430,Player Invalid,Inactive,,QB
6018,6018,Zach Gentry,Active,,TE
4289,4289,Ishmael Zamora,Active,,WR
349,349,Ropati Pitoitua,Inactive,,DE
5065,5065,Brandon Parker,Active,ATL,T
6586,6586,Moral Stephens,Active,,TE
932,932,Derek Sherrod,Inactive,,OT
4964,4964,Denzel Ward,Active,CLE,CB
7743,7743,Alani Pututau,Inactive,,LB
1389,1389,Reid Fragel,Inactive,,T
11273,11273,Ben VanSumeren,Inactive,PHI,LB
196,196,Leodis McKelvin,Inactive,,CB
5569,5569,Johnny Stanton,Active,,FB
883,883,Joe Barksdale,Inactive,,T
8488,8488,Zach Thomas,Active,HOU,OL
2447,2447,Mykkele Thompson,Inactive,,FS
6597,6597,Wes Farnsworth,Inactive,,LS
5964,5964,Dennis Daley,Active,JAX,G
12111,12111,Levelle Bailey,Active,DEN,LB
5138,5138,Martez Carter,Active,,RB
369,369,Fernando Velasco,Inactive,,C
5203,5203,K.J. Malone,Inactive,,T
2269,2269,Dion Bailey,Inactive,,SS
2252,2252,Corey Washington,Inactive,,WR
329,329,Derrick Johnson,Injured Reserve,,LB
1869,1869,Derrick Hopkins,Inactive,,NT
1149,1149,Alshon Jeffery,Active,,WR
6663,6663,Micah Wright,Active,,WR
7333,7333,Donte Vaughn,Active,,CB
7583,7583,Sam Ehlinger,Active,IND,QB
12422,12422,Shayne Simon,Active,,LB
7125,7125,Khalil Davis,Active,SF,DT
11881,11881,Jake Johanning,Inactive,LV,C
5949,5949,Paul Adams,Active,,OT
7930,7930,Raymond Johnson,Active,CIN,DE
981,981,Daniel Kilgore,Injured Reserve,,C
11490,11490,Ian Swenson,Active,,LB
11622,11622,Player Invalid,Inactive,,WR
11856,11856,Clark Barrington,Active,,OL
8584,8584,Skyler Thomas,Active,,DB
422,422,Evan Smith,Inactive,,G
6637,6637,Nico Evans,Active,,RB
911,911,Spencer Paysinger,Inactive,,LB
5161,5161,Ezekiel Turner,Active,DET,LB
2903,2903,Shane Carden,Inactive,,QB
3715,3715,Cole Wick,Inactive,,TE
7156,7156,J'Mar Smith,Active,,QB
5284,5284,Jeff Wilson,Active,MIA,RB
3422,3422,Kyle Friend,Active,,C
2647,2647,Dyshawn Davis,Inactive,,OLB
5399,5399,Curtis Cothran,Active,,NT
12088,12088,Brock Mogensen,Active,DAL,LB
2985,2985,Kendall Lamm,Inactive,MIA,OT
5983,5983,Sheldrick Redwine,Active,,DB
11510,11510,Hunter Luepke,Active,DAL,FB
2085,2085,Kelcy Quarles,Inactive,,DE
4445,4445,Keon Hatcher,Active,,WR
5998,5998,Clifton Duck,Active,,CB
2959,2959,Sage Harold,Inactive,,OLB
619,619,Gerald McCoy,Active,,DT
7068,7068,Francis Bernard,Active,,LB
11930,11930,Taki Taimani,Inactive,MIN,DL
4898,4898,Christian Schneider,Active,,OT
11475,11475,BJ Wilson,Active,,OL
7849,7849,Charles Snowden,Active,LV,LB
7857,7857,Anthony Hines,Active,,LB
6380,6380,Davion Davis,Active,,WR
1056,1056,Asa Jackson,Inactive,,CB
3762,3762,Brandon Shippen,Active,,WR
4744,4744,Barrett Burns,Active,BAL,TE
2162,2162,Jabari Price,Inactive,,CB
6194,6194,Rick Spielman,Inactive,,
1109,1109,Chandler Harnish,Inactive,,QB
4279,4279,Pita Taumoepenu,Active,,LB
11620,11620,Rome Odunze,Active,CHI,WR
4286,4286,Josh Harvey-Clemons,Active,,LB
5289,5289,Cameron Batson,Active,,WR
3056,3056,Ryan Pace,Inactive,,
11602,11602,Bryson Nesbit,Active,,TE
6019,6019,Johnnie Dixon,Active,,WR
2099,2099,Trent Murphy,Inactive,,DE
5179,5179,Joe Ostman,Active,,DE
4584,4584,Tyrique Jarrett,Inactive,,NT
7940,7940,Ryan Langan,Active,,LS
6249,6249,Josh Corcoran,Active,,OLB
865,865,Chris Prosinski,Injured Reserve,,FS
2583,2583,Tyrell Williams,Active,,WR
4182,4182,Montae Nicholson,Active,,SS
7792,7792,Landon Young,Active,NO,T
3274,3274,Nick Kwiatkoski,Active,,LB
8096,8096,Lakiem Williams,Active,,LB
12242,12242,Easton Gibbs,Active,,LB
12414,12414,Ryan Johnson,Active,,OL
10232,10232,Michael Wilson,Active,ARI,WR
3022,3022,De'Vante Bausby,Active,,CB
7012,7012,Mykal Walker,Active,WAS,LB
1237,1237,Dominique Davis,Inactive,,QB
718,718,Junior Galette,Inactive,,OLB
3756,3756,Ryan DiSalvo,Inactive,,LS
8575,8575,Erik Krommenhoek,Active,,TE
2725,2725,Jimmy Jean,Inactive,,S
8868,8868,Jordan Young,Active,,LB
11326,11326,Martez Manuel,Active,,DB
8847,8847,Kellen Diesch,Active,,OL
6844,6844,Isaiah Wilson,Active,,T
4582,4582,Deon Hollins,Active,,OLB
6946,6946,Myles Bryant,Active,HOU,DB
1071,1071,Mohamed Sanu,Active,,WR
42,42,Frostee Rucker,Inactive,,DE
1931,1931,Gabe Ikard,Inactive,,C
8646,8646,Israel Antwine,Active,,DT
12435,12435,Geor'Quarius Spivey,Active,,TE
1434,1434,Sheldon Price,Inactive,,CB
7180,7180,Scottie Dill,Active,,OT
7643,7643,Penei Sewell,Active,DET,T
7822,7822,Richard LeCounte,Active,,DB
6303,6303,Joshua Miles,Active,NYG,OL
4200,4200,DeAngelo Yancey,Active,,WR
893,893,Marcus Gilchrist,Active,,DB
6804,6804,Jordan Love,Active,GB,QB
3225,3225,Tyler Boyd,Active,TEN,WR
3922,3922,Montario Hunter,Inactive,,WR
7963,7963,Elijah Ponder,Active,,LB
2169,2169,Devonta Glover-Wright,Inactive,,CB
2596,2596,Wes Saxton,Inactive,,TE
6260,6260,Jake Powell,Active,,TE
7874,7874,Jeremiah Haydel,Active,,WR
3933,3933,Malcolm Jackson,Inactive,,CB
2119,2119,James Franklin,Inactive,,QB
11191,11191,Justin Marshall,Active,,WR
5121,5121,Braxton Berrios,Inactive,MIA,WR
7093,7093,Adrian Killins,Inactive,DEN,RB
3156,3156,Joey Bosa,Active,LAC,LB
12360,12360,Latreal Jones,Active,,WR
24,24,Matt Ryan,Active,,QB
2257,2257,Carlos Hyde,Active,,RB
1993,1993,Tyler Shatley,Active,JAX,OL
6083,6083,Matt Gay,Active,IND,K
11553,11553,Chad Cota,Active,HOU,S
3316,3316,Kentrell Brothers,Active,,ILB
8379,8379,Josh Thompson,Inactive,,DB
5696,5696,Chris Okoye,Active,,DT
5736,5736,Dallin Leavitt,Active,,DB
7059,7059,Jordan Mack,Active,,LB
8236,8236,Jerreth Sterns,Active,,WR
11099,11099,Kearis Jackson,Active,NYG,WR
720,720,Jason Pierre-Paul,Active,,LB
5263,5263,Chase Litton,Active,,QB
5267,5267,JJ Jones,Inactive,,WR
8147,8147,John Metchie,Active,HOU,WR
8403,8403,Sterling Weatherford,Active,,DB
9483,9483,Zack Kuntz,Active,NYJ,TE
987,987,Ian Williams,Injured Reserve,,NT
4492,4492,Ashton Lampkin,Active,,CB
5406,5406,Josh Liddell,Active,,S
190,190,Manuel Ramirez,Inactive,,G
5888,5888,Amani Oruwariye,Inactive,DAL,CB
7257,7257,Douglas Coleman,Active,,S
5283,5283,Ka'Raun White,Active,,WR
7956,7956,Cade Johnson,Active,,WR
924,924,Stephen Paea,Inactive,,DT
1403,1403,Garrett Gilkey,Inactive,,G
6952,6952,Jonah Jackson,Active,LAR,G
4577,4577,Lucas Wacha,Active,,OLB
11289,11289,Aaron Maddox,Active,,DB
11592,11592,Erick All,Inactive,CIN,TE
1220,1220,Senio Kelemete,Active,,OL
3255,3255,Kyler Fackrell,Active,,LB
7496,7496,Nick Westbrook-Ikhine,Active,TEN,WR
6412,6412,Jaelin Robinson,Active,,OT
2677,2677,Neville Hewitt,Active,HOU,LB
810,810,Ryan Mallett,Inactive,,QB
1112,1112,Matt Overton,Active,,LS
5966,5966,Wyatt Ray,Inactive,,DE
5981,5981,Greg Gaines,Active,TB,DT
7126,7126,Justin Herron,Inactive,NO,OL
11224,11224,Griffin Hebert,Active,,TE
7409,7409,Isaac Alarcon,Active,SF,OT
3634,3634,Kalif Raymond,Inactive,DET,WR
8563,8563,Jordan Tucker,Active,,T
12018,12018,Sam Pinckney,Active,,WR
5773,5773,KhaDarel Hodge,Active,ATL,WR
3638,3638,John Tidwell,Inactive,,CB
12004,12004,Branson Deen,Active,,DL
11520,11520,Lucky Jackson,Active,MIN,WR
11305,11305,Claudin Cherelus,Inactive,CAR,LB
4848,4848,Christian Kuntz,Active,PIT,LS
1058,1058,Kelechi Osemele,Inactive,,OG
5413,5413,Shane Tripucka,Active,,P
11120,11120,Tyler Baker-Williams,Active,,DB
11328,11328,Jalen Redmond,Active,MIN,DE
2940,2940,Des Lawrence,Active,,WR
2300,2300,Chandler Fenner,Inactive,,CB
2547,2547,Ryan Murphy,Inactive,,SS
6132,6132,Oshane Ximines,Inactive,NE,LB
7249,7249,Solomon Ajayi,Inactive,,LB
7656,7656,Jackson Carman,Active,MIA,G
11392,11392,Anthony Montalvo,Active,,DT
4134,4134,Cordrea Tankersley,Active,,CB
8776,8776,Kingsley Jonathan,Active,BUF,DT
12295,12295,Ben Farrell,Active,,OL
4574,4574,Cooper Rush,Active,DAL,QB
626,626,Jim Dray,Inactive,,TE
5663,5663,Shane Wimann,Inactive,,RB
212,212,John Denney,Inactive,,LS
6205,6205,Brandon Silvers,Active,,QB
1052,1052,Demario Davis,Active,NO,LB
9998,9998,Hendon Hooker,Active,DET,QB
8500,8500,John FitzPatrick,Active,GB,TE
1538,1538,Ryan Schraeder,Inactive,,T
4037,4037,Chris Godwin,Inactive,TB,WR
153,153,Ahtyba Rubin,Inactive,,DT
401,401,Louis Vasquez,Inactive,,G
5244,5244,Devin Gray,Active,,WR
12186,12186,Isaiah Coe,Active,,DL
6817,6817,Noah Igbinoghene,Active,WAS,CB
5783,5783,Christian Boutte,Active,,CB
4222,4222,Brad Kaaya,Inactive,,QB
1709,1709,Fozzy Whittaker,Inactive,,RB
6485,6485,Azeez Al-Shaair,Active,HOU,LB
3176,3176,Reggie Ragland,Active,,LB
11606,11606,Dallin Holker,Active,NO,TE
7123,7123,Mike Onwenu,Active,NE,OL
3094,3094,Adam Gase,Inactive,,
2164,2164,Brandon Watts,Injured Reserve,,LB
4415,4415,Adam Butler,Active,LV,DT
11035,11035,Jordon Riley,Active,NYG,DL
5137,5137,Richie James,Active,,WR
6569,6569,Malcolm Pridgeon,Active,,G
7243,7243,Kevin Davidson,Inactive,,QB
1503,1503,Michael Ford,Inactive,,RB
12038,12038,Noah Atagi,Active,,OL
743,743,C.J. Mosley,Inactive,,DT
2895,2895,Quayshawn Nealy,Inactive,,OLB
12310,12310,Deshawn McCarthy,Active,,DE
8553,8553,Tre Ford,Active,,QB
671,671,Brady Quinn,Inactive,,QB
12270,12270,Andrew Peasley,Active,,QB
6375,6375,Jerome Washington,Active,,TE
8900,8900,Will Ulmer,Active,,T
2675,2675,Aundrey Walker,Inactive,,OT
2170,2170,Ra'Shede Hageman,Injured Reserve,,DT
11997,11997,Eyabi Okie-Anoma,Active,,DL
8834,8834,Trevor Denbow,Inactive,IND,DB
1654,1654,Zach Sudfeld,Inactive,,TE
258,258,Ronnie Brown,Inactive,,RB
5013,5013,Anthony Miller,Active,BAL,WR
1747,1747,Matthew McGloin,Inactive,,QB
1651,1651,Tristan Okpalaugo,Inactive,,OLB
5456,5456,Randin Crecelius,Active,,OT
3341,3341,DeAndre Houston-Carson,Active,,DB
6390,6390,Marquise Copeland,Active,,DT
3710,3710,Jace Billingsley,Inactive,,WR
6017,6017,DaMarkus Lodge,Active,,WR
4874,4874,Chris Bazile,Active,,TE
2739,2739,Desmond Cooper,Inactive,,FS
2682,2682,Christion Jones,Inactive,,WR
6577,6577,Marquez Sanford,Active,,DB
3925,3925,Lee Hightower,Active,,FS
4377,4377,Montay Crockett,Inactive,,WR
6041,6041,Breckyn Hager,Inactive,,OLB
1889,1889,Marquis Flowers,Inactive,,ILB
7858,7858,Brenden Knox,Active,,RB
8582,8582,Isaac Weaver,Active,,C
2146,2146,Richard Rodgers,Inactive,,TE
3787,3787,Lars Koht,Inactive,,DE
10993,10993,Tre Hawkins,Inactive,NYG,CB
3413,3413,Delvon Simmons,Inactive,,DT
11561,11561,Michael Pratt,Active,TB,QB
8509,8509,Elijah Hicks,Active,CHI,DB
5906,5906,Dawson Knox,Active,BUF,TE
7812,7812,Simi Fehoko,Inactive,LAC,WR
6765,6765,Ed Dodds,Inactive,,
6672,6672,Deion Harris,Active,,DB
5600,5600,Lucas Gravelle,Active,,C
8446,8446,Charles Cross,Active,SEA,OL
1091,1091,David Paulson,Inactive,,TE
6477,6477,Duplicate Player,Inactive,DEN,ILB
2114,2114,Senorise Perry,Inactive,,RB
7004,7004,Rashard Lawrence,Active,,DT
11250,11250,Jonathan Sutherland,Active,,DB
10887,10887,Darnell Wright,Active,CHI,OL
5217,5217,Jason Reese,Active,,TE
10893,10893,Juice Scruggs,Active,HOU,OL
22,22,LaMarr Woodley,Inactive,,LB
12403,12403,Valentino Ambrosio,Active,,K
12368,12368,Duplicate Player,,,
4459,4459,Jimmie Gilbert,Active,,OLB
12055,12055,Tre Jenkins,Active,,DB
8507,8507,Marquis Hayes,Active,GB,OL
7066,7066,K.J. Osborn,Active,WAS,WR
4783,4783,Noor Davis,Active,,OLB
7786,7786,Rachad Wildgoose,Active,,CB
3949,3949,Alex Ross,Inactive,,
249,249,Chad Greenway,Inactive,,LB
135,135,Jon Ryan,Inactive,,P
6724,6724,C.J. Moore,Active,DET,DB
3782,3782,Myke Tavarres,Inactive,,OLB
7696,7696,Milton Williams,Active,PHI,DT
1979,1979,Blake Bortles,Active,NO,QB
11735,11735,Tanor Bortolini,Active,IND,OL
8818,8818,Obinna Eze,Active,NYJ,T
1104,1104,DeVier Posey,Inactive,,WR
1529,1529,J.C. Tretter,Active,CLE,C
6868,6868,D.J. Wonnum,Active,CAR,DE
11689,11689,Ennis Rakestraw,Inactive,DET,DB
2497,2497,Randall Evans,Inactive,,DB
8008,8008,Josh Imatorbhebhe,Active,,WR
2372,2372,A.J. Cann,Active,,OL
8475,8475,Montrell Washington,Active,,WR
2278,2278,Eric Pinkins,Inactive,,LB
6698,6698,Casey Tucker,Inactive,,T
6266,6266,Alexander Myres,Active,,CB
6762,6762,Darion Clark,Inactive,,TE
983,983,Mike Person,Active,,G
7268,7268,Krys Barnes,Active,ARI,LB
11921,11921,Xavier Weaver,Active,ARI,WR
260,260,Josh Johnson,Active,BAL,QB
8113,8113,Player Invalid,Inactive,,RB
11173,11173,D'Shawn Jamison,Active,PIT,CB
8913,8913,Caeveon Patton,Active,,DT
8372,8372,DeAngelo Malone,Active,ATL,DL
10924,10924,Zacch Pickens,Active,CHI,DL
8735,8735,Jairon McVea,Active,,DB
2711,2711,Taylor Heinicke,Active,LAC,QB
6857,6857,Collin Johnson,Active,CHI,WR
157,157,Vince Young,Inactive,,QB
5416,5416,Brandon Facyson,Inactive,,CB
1202,1202,Johnny Hekker,Active,CAR,P
11215,11215,MJ Anderson,Active,,DE
11227,11227,Ifeanyi Maijeh,Active,,DL
8182,8182,Chase Allen,Active,,TE
7147,7147,Bopete Keyes,Inactive,,CB
1316,1316,Emil Igwenagu,Inactive,,RB
1846,1846,Bryan Stork,Inactive,,C
4157,4157,Tarik Cohen,Active,,RB
5601,5601,Jamiyus Pittman,Inactive,,DT
3324,3324,Spencer Drango,Active,,G
3452,3452,Tyler Johnstone,Inactive,,OT
2255,2255,Bruce Ellington,Inactive,,WR
1756,1756,Jordan Hill,Inactive,,DT
2003,2003,Bennie Fowler,Active,,WR
2594,2594,Brandon Wegher,Inactive,,RB
4194,4194,J.J. Dielman,Inactive,,G
678,678,Lorenzo Alexander,Injured Reserve,,LB
12285,12285,Cade Peterson,Active,,QB
7533,7533,Anthony Schwartz,Inactive,MIA,WR
7460,7460,Jake Burt,Active,,TE
2283,2283,James Wilder,Inactive,,RB
1837,1837,Jimmy Garoppolo,Active,LAR,QB
3303,3303,Matthew Judon,Active,ATL,LB
4340,4340,Ondre Pipkins,Active,,DE
57,57,Steven Jackson,Inactive,,RB
5370,5370,Marcell Harris,Active,,LB
4528,4528,Trevor Knight,Active,,QB
4387,4387,Justin Vogel,Inactive,,P
8259,8259,Cameron Dicker,Active,LAC,K
10220,10220,Will Mallory,Active,IND,TE
12153,12153,Donovan Jennings,Active,GB,OL
11811,11811,Logan Lee,Inactive,PIT,DL
1270,1270,Brandon Thompson,Inactive,,DT
12063,12063,Rocky Lombardi,Active,,QB
8263,8263,Darien Butler,Active,,LB
8045,8045,Parker Ferguson,Active,,OL
4375,4375,Johnathan Calvin,Inactive,,DT
11295,11295,Cameron Lyons,Active,,LS
2698,2698,Abou Toure,Inactive,,RB
6510,6510,Jalen Dalton,Active,DAL,DT
1560,1560,Mike James,Inactive,,RB
11444,11444,Demontrey Jacobs,Active,NE,T
3779,3779,Bruce Johnson,Inactive,,C
7345,7345,Greg Reaves,Active,,OLB
9507,9507,Titus Swen,Active,,RB
8916,8916,Keenan Forbes,Active,,G
1939,1939,Derel Walker,Active,,WR
399,399,Larry English,Inactive,,DE
12434,12434,Kairee Robinson,Active,,RB
1364,1364,Jamie Collins,Active,,LB
8205,8205,Isiah Pacheco,Active,KC,RB
2713,2713,Josh Harper,Inactive,,WR
6342,6342,Stephen Louis,Active,,WR
1166,1166,Kirk Cousins,Active,ATL,QB
152,152,Anthony Spencer,Inactive,,OLB
508,508,Nolan Carroll,Inactive,,CB
8530,8530,Luiji Vilain,Active,DAL,LB
8108,8108,DeVonte Dedmon,Active,,WR
8494,8494,James Houston,Active,CLE,LB
7372,7372,Darrin Paulo,Active,,T
2767,2767,Jawon Chisholm,Inactive,,RB
537,537,Maurkice Pouncey,Injured Reserve,,C
5185,5185,Allen Lazard,Active,NYJ,WR
11003,11003,Amari Burney,Active,LV,LB
2715,2715,Gary Wilkins,Inactive,,OLB
8110,8110,Jake Ferguson,Active,DAL,TE
5834,5834,Sean Ryan,Inactive,,TE
11827,11827,Jonah Laulu,Active,LV,DL
11026,11026,Gervarrius Owens,Active,TEN,DB
5958,5958,JoJo McIntosh,Active,,SS
317,317,Caleb Hanie,Inactive,,QB
12197,12197,John Paddock,Active,,QB
2814,2814,Jay Hughes,Active,,CB
3644,3644,Lawrence Thomas,Inactive,,RB
1305,1305,Patrick DiMarco,Injured Reserve,,FB
8251,8251,Calvin Jackson,Active,,WR
2878,2878,Jean Fanor,Inactive,,FS
10981,10981,Colby Sorsdal,Active,DET,OL
6410,6410,Brian Wallace,Active,,OT
7189,7189,Delrick Abrams,Active,,DB
1908,1908,Jacobbi McDaniel,Inactive,,NT
2620,2620,Jake Heaps,Active,,QB
2832,2832,Chris Hackett,Inactive,,FS
11225,11225,Noah Gindorff,Active,,TE
1932,1932,DaQuan Jones,Active,BUF,DT
3263,3263,Charles Tapper,Inactive,,DE
2702,2702,John Chiles,Inactive,,WR
4441,4441,Chauncey Briggs,Active,,OT
4491,4491,Marcus Kemp,Active,,WR
4961,4961,DJ Moore,Inactive,,CB
3105,3105,Paul Guenther,Inactive,,
11772,11772,De'Antre Prince,Active,JAX,CB
3658,3658,Joe Kerridge,Inactive,,FB
7505,7505,Duplicate Player,Inactive,,
2748,2748,Kevin Monangai,Inactive,,RB
7040,7040,Evan Weaver,Active,,LB
3794,3794,Darren Lake,Inactive,,NT
7842,7842,Luke Farrell,Active,JAX,TE
5136,5136,Josh Adams,Active,,RB
11853,11853,Tomari Fox,Inactive,LV,DL
2340,2340,Mario Edwards,Active,HOU,DE
8317,8317,Leon O'Neal,Active,,DB
3500,3500,Devon Cajuste,Active,,WR
7969,7969,Adrian Ealy,Active,,OT
5765,5765,Bo Bower,Inactive,,OLB
450,450,Billy Bajema,Inactive,,TE
877,877,Jalil Brown,Inactive,,CB
2011,2011,Juwan Thompson,Inactive,,RB
6737,6737,Micky Crum,Active,,TE
12359,12359,Jett Stanley,Active,,DT
4073,4073,Taco Charlton,Inactive,,DE
848,848,Byron Stingily,Inactive,,T
727,727,Anthony Dixon,Inactive,,RB
6242,6242,Aaron Wade,Inactive,,S
11232,11232,Isaiah Winstead,Active,,WR
2871,2871,Isaac Fruechte,Inactive,,WR
7018,7018,Malcolm Roach,Active,DEN,DT
1970,1970,Jack Mewhort,Inactive,,G
7421,7421,Jonas Griffith,Active,,LB
12239,12239,Peewee Jarrett,Active,,QB
4785,4785,Kermit Whitfield,Active,,WR
11046,11046,Colton Dowell,Inactive,TEN,WR
558,558,Eric Decker,Inactive,,WR
11127,11127,Amechi Uzodinma,Inactive,,CB
976,976,Chris Culliver,Injured Reserve,,CB
3871,3871,Sam Bergen,Inactive,,FB
6615,6615,Chris Rayford,Active,,DB
6288,6288,Marcus Green,Active,,WR
2324,2324,Cameron Erving,Active,,T
6218,6218,E.J. Speed,Active,IND,LB
8531,8531,Zach McCloud,Active,,LB
11507,11507,D'Angelo Mandell,Active,,CB
4100,4100,Tim Williams,Active,,LB
6619,6619,Kabion Ento,Active,,CB
4893,4893,Ryan Day,Inactive,,
3167,3167,Jaylon Smith,Active,,LB
1533,1533,Jeff Locke,Inactive,,P
4882,4882,George Paton,Inactive,,
12152,12152,Trente Jones,Active,,OT
134,134,Brandon Meriweather,Inactive,,FS
6320,6320,Jonathan Duhart,Active,,WR
4082,4082,Curtis Samuel,Active,BUF,WR
7048,7048,Benny LeMay,Active,CLE,RB
2630,2630,Jordan Williams,Inactive,,LB
10883,10883,Will McDonald,Active,NYJ,DE
4887,4887,Brian Gaine,Inactive,,
7060,7060,Ben Bartch,Inactive,SF,OL
916,916,Jarvis Jenkins,Inactive,,DE
4575,4575,Nate Theaker,Active,,G
3793,3793,Lenny Jones,Active,,DE
1049,1049,Ryan Tannehill,Active,,QB
1337,1337,Brad Wing,Active,,P
5595,5595,Step Durham,Active,,CB
6686,6686,Joe Horn,Active,,WR
5882,5882,Taylor Rapp,Active,BUF,DB
2407,2407,Daryl Williams,Active,BUF,OL
511,511,Marlon Moore,Inactive,,WR
5414,5414,Bijhon Jackson,Active,,NT
8384,8384,Zyon McCollum,Active,TB,DB
11908,11908,Gabriel Murphy,Active,MIN,DL
12350,12350,Anthony Grant,Active,,RB
5703,5703,Deontez Alexander,Active,,WR
2222,2222,Austin Seferian-Jenkins,Inactive,,TE
3788,3788,Tanner McEvoy,Inactive,,WR
12442,12442,Chris Russell,Active,,LB
1960,1960,Marcus Williams,Inactive,,CB
3239,3239,Bronson Kaufusi,Active,GB,TE
2855,2855,Steve Miller,Inactive,,DE
328,328,Kellen Davis,Inactive,,TE
4736,4736,Eric Nzeocha,Inactive,,OLB
11527,11527,Jordan Swann,Inactive,,CB
12311,12311,Daniel George,Active,,WR
4473,4473,Alex Gray,Active,,FS
11143,11143,Kelechi Anyalebechi,Active,,LB
1952,1952,Andre Hal,Inactive,,FS
1339,1339,Zach Ertz,Active,WAS,TE
8329,8329,Devin Lloyd,Active,JAX,LB
1272,1272,Craig Robertson,Inactive,,LB
5155,5155,Corey Willis,Active,,WR
4184,4184,Bucky Hodges,Active,,TE
1350,1350,Jonathan Meeks,Inactive,,SS
8674,8674,Daniel Whelan,Active,GB,P
8770,8770,Malik Williams,Active,,WR
1004,1004,Ben Tate,Inactive,,RB
4122,4122,Dan Feeney,Active,MIN,OL
12307,12307,Quentin Bivens,Active,,DL
2250,2250,Ed Stinson,Inactive,,DT
5519,5519,Tavierre Thomas,Active,TB,DB
11280,11280,Brady Russell,Active,SEA,TE
5676,5676,Kyle Queiro,Active,,ILB
11589,11589,Trey Benson,Inactive,ARI,RB
4834,4834,Rodney Butler,Active,,LB
296,296,Terrell Suggs,Active,,LB
5878,5878,N'Keal Harry,Active,,TE
8257,8257,Player Invalid,Inactive,,QB
3816,3816,Brandon Brown-Dukes,Active,,RB
6958,6958,Mike Danna,Active,KC,DE
3322,3322,DJ Reader,Active,DET,DT
10922,10922,Wanya Morris,Active,KC,OL
7143,7143,Ben DiNucci,Active,NO,QB
5690,5690,Al-Rasheed Benton,Active,,ILB
8348,8348,Kerby Joseph,Active,DET,DB
1814,1814,Cyrus Kouandjio,Inactive,,T
3390,3390,Lachlan Edwards,Active,,P
12022,12022,Taylor Upshaw,Active,,DE
1381,1381,John Simon,Active,,LB
10867,10867,Jake Bobo,Active,SEA,WR
8131,8131,Isaiah Likely,Active,BAL,TE
484,484,Steve Weatherford,Inactive,,P
6687,6687,Jake Gervase,Active,,LB
592,592,Jahvid Best,Inactive,,RB
4046,4046,Patrick Mahomes,Active,KC,QB
8938,8938,Nathan Rourke,Active,,QB
3431,3431,Michael Caputo,Inactive,,OLB
3286,3286,Demarcus Robinson,Active,LAR,WR
3330,3330,Fahn Cooper,Active,,OT
8542,8542,Tristin McCollum,Active,PHI,DB
8590,8590,Jacub Panasiuk,Active,,DE
7609,7609,Demetric Felton,Active,,RB
1748,1748,Taylor Boggs,Inactive,,G
7959,7959,Augie Contressa,Active,TB,DB
4436,4436,Patrick Gamble,Active,,DE
11608,11608,Isaiah Williams,Active,CIN,WR
7164,7164,Jackson Dennis,Active,,OL
12279,12279,Oliver Jervis,Active,,OL
2315,2315,Todd Gurley,Active,,RB
4551,4551,Tanner Gentry,Active,,WR
3996,3996,Matt Burke,Inactive,,
3689,3689,Alex Cooper,Inactive,,C
2,2,Jeremy Zuttah,Inactive,,C
6171,6171,Cody Thompson,Active,TB,WR
3602,3602,Daniel Dillon,Inactive,,LS
4565,4565,Kenneth Olugbode,Active,,ILB
12016,12016,Jeremiah Crawford,Active,,OL
3154,3154,Freddie Bishop,Inactive,,OLB
11344,11344,Keytaon Thompson,Active,,WR
956,956,Mark Ingram,Inactive,,RB
3514,3514,Jake McGee,Active,,TE
3911,3911,Rashaun Simonise,Inactive,,WR
4116,4116,Antonio Garcia,Inactive,,OT
7564,7564,Ja'Marr Chase,Active,CIN,WR
12211,12211,Denzel Daxon,Active,DAL,DL
