,player_id,full_name,status,team,position
12249,12249,Randen Plattner,Active,,LS
477,477,Mike Leach,Inactive,,LS
4287,4287,Joshua Holsey,Inactive,,CB
11841,11841,Sanoussi Kane,Active,BAL,DB
4839,4839,Mitch Leidner,Active,,QB
11808,11808,Jha'Quan Jackson,Active,TEN,WR
1483,1483,Steve Williams,Inactive,,CB
11018,11018,Christian Braswell,Active,JAX,DB
1252,1252,Jeris Pendleton,Inactive,,DT
3023,3023,Damian Parms,Inactive,,SS
5923,5923,Joe Jackson,Active,,DE
1326,1326,Eddie Pleasant,Inactive,,SS
12030,12030,Braiden McGregor,Active,NYJ,DE
12140,12140,Omar Speights,Active,LAR,LB
11492,11492,Ace Eley,Active,,LB
1406,1406,Reggie Dunn,Inactive,,WR
259,259,Kevin Williams,Inactive,,DT
2619,2619,Andrew East,Inactive,,C
2066,2066,Zack Martin,Inactive,DAL,G
218,218,Jonathan Stewart,Injured Reserve,,RB
4831,4831,Justice Liggins,Active,,WR
2369,2369,Jordan Richards,Active,BAL,DB
7357,7357,Dan Chisena,Active,CAR,WR
8568,8568,John Lovett,Active,,RB
748,748,Mike Williams,Inactive,,WR
6922,6922,Ezra Cleveland,Active,JAX,G
7382,7382,Dominique Ross,Active,,LB
12281,12281,Dimitri Stanley,Active,,WR
6843,6843,Albert Okwuegbunam,Active,IND,TE
863,863,DuJuan Harris,Inactive,,RB
10897,10897,Tyrique Stevenson,Active,CHI,CB
11500,11500,Jaylon Thomas,Inactive,HOU,OL
4336,4336,Christian Brown,Active,,DE
11136,11136,Oliver Martin,Active,,WR
6898,6898,Anthony Gordon,Active,,QB
5702,5702,Pat Afriyie,Inactive,,DE
4204,4204,Blair Brown,Inactive,,OLB
8864,8864,Ben Beise,Active,,TE
5817,5817,Byron Leftwich,Inactive,,QB
12384,12384,Kingsley Eguakun,Active,DET,OL
3660,3660,Valdez Showers,Active,,WR
5009,5009,Chris Herndon,Active,,TE
4566,4566,Karter Schult,Active,,DE
3606,3606,Amir Carlisle,Inactive,,WR
1566,1566,Robert Steeples,Inactive,,CB
6147,6147,Clayton Thorson,Active,NYG,QB
6941,6941,Troy Dye,Active,LAC,LB
2150,2150,Ryan White,Inactive,,CB
2233,2233,Marcus Roberson,Inactive,,CB
890,890,Stefen Wisniewski,Injured Reserve,,OG
7789,7789,Jalen Camp,Active,,WR
1124,1124,Malik Jackson,Active,CLE,DT
2901,2901,Malcome Kennedy,Inactive,,
482,482,Paul Kruger,Inactive,,DE
755,755,Will Blackmon,Inactive,,FS
7620,7620,Jarvis Miller,Active,,LB
6180,6180,Darius Williams,Active,,CB
4471,4471,Reese Fleming,Inactive,,CB
3481,3481,Kyle Carter,Inactive,,TE
6484,6484,Michael Onuoha,Active,,OLB
8749,8749,Tyreik McAllister,Active,LV,RB
4311,4311,Jermaine Grace,Active,,LB
4703,4703,DeAngelo Brown,Active,,NT
7052,7052,John Reid,Active,,CB
7087,7087,Jonathan Ward,Active,PIT,RB
1393,1393,T.J. Johnson,Inactive,,C
12179,12179,Rodney Mathews,Active,,DT
11031,11031,Brandon Hill,Inactive,HOU,DB
8423,8423,Brittain Brown,Active,SEA,RB
10865,10865,Travis Dye,Active,,RB
145,145,Rashard Mendenhall,Inactive,,RB
3232,3232,Adam Gotsis,Active,,DE
6862,6862,Saahdiq Charles,Active,,T
5968,5968,Mark Fields,Active,SF,CB
492,492,Tyler Thigpen,Inactive,,RB
5051,5051,Donte Jackson,Active,PIT,CB
11036,11036,Anthony Johnson,Active,NYG,DB
8300,8300,Andrew Booth,Active,DAL,DB
4083,4083,Sidney Jones,Active,,CB
3798,3798,Shahbaz Ahmed,Inactive,,G
4309,4309,Scott Orndoff,Active,,TE
7230,7230,Badara Traore,Inactive,,T
5404,5404,Chris Gonzalez,Active,,G
5877,5877,Elgton Jenkins,Active,GB,G
11653,11653,Charlie Smyth,Active,NO,K
7514,7514,Michael Pinckney,Inactive,,LB
5064,5064,Tracy Walker,Active,,DB
969,969,Sam Acho,Active,,LB
463,463,Sen'Derrick Marks,Inactive,,DT
3820,3820,Micah Awe,Active,,ILB
67,67,Pat Sims,Inactive,,DT
4583,4583,Cameron Hunt,Active,,G
2418,2418,Gabe Wright,Active,WAS,DT
12369,12369,Bryce Sheppert,Active,,DB
160,160,Paul Posluszny,Inactive,,LB
8183,8183,Brock Purdy,Active,SF,QB
432,432,William Moore,Inactive,,SS
12080,12080,Aidan Robbins,Active,CLE,RB
12339,12339,Danny Abraham,Active,,LB
12007,12007,Nathaniel Peat,Active,,RB
7084,7084,Jake Luton,Active,LV,QB
4315,4315,Casey Sayles,Active,,DE
11133,11133,Jaray Jenkins,Active,,WR
2153,2153,Kain Colter,Inactive,,WR
4143,4143,Kendell Beckwith,Inactive,,ILB
3760,3760,Farrington Huguenin,Active,,OLB
2163,2163,Shamar Stephen,Active,,DT
7201,7201,Nick Vogel,Active,,K
7343,7343,Sam Renner,Active,,DT
6601,6601,Isaiah Mack,Active,,DT
11179,11179,Joey Fisher,Active,,OL
8055,8055,Brian Johnson,Active,,K
864,864,TJ Heath,Inactive,,CB
1133,1133,Devon Wylie,Inactive,,WR
11873,11873,Willis Patrick,Active,,OL
5564,5564,Jacob Pugh,Active,,OLB
5864,5864,Byron Murphy,Active,MIN,CB
6457,6457,Calvin Anderson,Inactive,PIT,T
1234,1234,Russell Wilson,Active,PIT,QB
3519,3519,Roger Lewis,Inactive,,WR
1758,1758,Kashif Moore,Inactive,,WR
2456,2456,Kyle Emanuel,Inactive,,LB
1918,1918,Wesley Johnson,Inactive,,C
2900,2900,Terrence Franks,Inactive,,
2913,2913,Gavin Lutman,Inactive,,WR
12306,12306,La'Damian Webb,Active,,RB
11491,11491,Austin Aune,Active,,QB
12296,12296,Kaylon Horton,Active,,WR
1920,1920,Josh Mauro,Active,ARI,DE
5319,5319,Cole Madison,Active,,C
2899,2899,Jalil Carter,Inactive,,CB
8718,8718,Carson Taylor,Active,,DE
7891,7891,Brock Wright,Active,DET,TE
7996,7996,Dillon Stoner,Inactive,,WR
5492,5492,Donovan Olumba,Active,,CB
2987,2987,Dan Pettinato,Inactive,,DE
4656,4656,Tre Sullivan,Inactive,,SS
1338,1338,Matt Barkley,Active,,QB
7362,7362,David Moa,Active,,DT
11810,11810,Sataoa Laumea,Active,SEA,OL
2979,2979,Jarrod West,Inactive,,WR
4792,4792,Jonathan Walton,Active,,OLB
2171,2171,Freddie Martino,Inactive,,WR
8634,8634,Chris Pierce,Active,,TE
6649,6649,Dare Odeyingbo,Active,,DE
4187,4187,Brian Hill,Active,,RB
12255,12255,Swayze Bozeman,Active,KC,LB
873,873,Rahim Moore,Inactive,,FS
2366,2366,Ali Marpet,Active,TB,G
8371,8371,Chad Muma,Active,JAX,LB
5214,5214,Holton Hill,Active,,CB
11822,11822,Jaylen Key,Active,CIN,DB
11593,11593,Brevyn Spann-Ford,Active,DAL,TE
2279,2279,Paul Richardson,Active,,WR
11485,11485,Antwuan Jackson,Active,,DT
3299,3299,Ronald Blair,Active,NYJ,DE
238,238,Dashon Goldson,Inactive,,FS
660,660,Peyton Hillis,Inactive,,RB
1476,1476,Latavius Murray,Active,,RB
8357,8357,Marquan McCall,Active,,DL
8719,8719,A.J. Thomas,Active,,DB
5797,5797,Duplicate Player,Inactive,DEN,ILB
7488,7488,Jonathan Hubbard,Active,,OT
3024,3024,Chris Highland,Inactive,,LS
11758,11758,Sedrick Van Pran-Granger,Active,BUF,OL
798,798,Da'Norris Searcy,Inactive,,SS
5080,5080,Damion Ratley,Active,,WR
343,343,Patrick Chung,Injured Reserve,,SS
2542,2542,Laurence Gibson,Active,,OT
11293,11293,Troy Brown,Active,,LB
6498,6498,Willie Harvey,Active,,LB
8848,8848,Owen Carney,Active,,DT
6625,6625,Clayton Hatfield,Active,,K
8354,8354,Player Invalid,Inactive,,DB
11352,11352,Ronnie Hickman,Active,CLE,DB
11426,11426,Evan Deckers,Active,TB,LS
3802,3802,Chris Hubert,Inactive,,WR
699,699,Trumaine McBride,Inactive,,CB
1082,1082,Trent Richardson,Inactive,,RB
8884,8884,JJ Howland,Active,,TE
5332,5332,Foyesade Oluokun,Active,JAX,LB
12202,12202,Jaylon White-McClain,Active,,DE
21,21,Red Bryant,Inactive,,DE
12107,12107,Dylan Leonard,Active,,TE
11739,11739,Evan Williams,Active,GB,DB
4556,4556,Alex Scearce,Active,,OLB
7145,7145,Jashon Cornell,Active,,DT
4151,4151,Jake Butt,Injured Reserve,,TE
1365,1365,Aaron Dobson,Injured Reserve,,WR
1062,1062,DeAngelo Tyson,Inactive,,DT
5195,5195,Akrum Wadley,Active,,RB
3904,3904,Ra'Zahn Howard,Inactive,,NT
1110,1110,T.Y. Hilton,Active,,WR
121,121,LeRon McClain,Inactive,,RB
5115,5115,David Williams,Inactive,,RB
2825,2825,Trevor Roach,Inactive,,ILB
5710,5710,Nick Holley,Active,,WR
8662,8662,Bryce Rodgers,Active,,DT
7565,7565,Terrace Marshall,Active,LV,WR
715,715,Ryan Wendell,Inactive,,G
26,26,Roman Harper,Inactive,,SS
11685,11685,Kamari Lassiter,Active,HOU,DB
1122,1122,Aaron Brewer,Active,ARI,LS
2618,2618,Duplicate Player,Inactive,,DL
299,299,Logan Mankins,Inactive,,G
3473,3473,Justin Zimmer,Active,,DT
11374,11374,James Blackman,Active,,QB
11257,11257,Shedrick Jackson,Active,LV,WR
4008,4008,Greg Manusky,Inactive,,
4064,4064,Cam Robinson,Active,MIN,OL
2258,2258,Dontae Johnson,Inactive,,CB
11899,11899,Rico Payton,Active,NO,CB
7103,7103,Tavien Feaster,Active,ARI,RB
7142,7142,Dustin Woodard,Injured Reserve,,OL
11922,11922,Drake Nugent,Active,SF,OL
2709,2709,Eric Patterson,Inactive,,CB
8589,8589,Marcus Santos-Silva,Active,,TE
2795,2795,Dakorey Johnson,Inactive,,OLB
1352,1352,Robert Woods,Active,HOU,WR
876,876,Brandon Bair,Inactive,,DE
4930,4930,Franko House,Active,CHI,TE
581,581,Kurt Coleman,Active,,FS
3118,3118,Dexter McCoil,Inactive,,SS
651,651,Santonio Holmes,Inactive,,WR
8419,8419,Stanley Berryhill,Active,,WR
11079,11079,Wilson Huber,Active,,LB
2242,2242,Chandler Catanzaro,Injured Reserve,,K
6718,6718,Jordan McCray,Active,,G
56,56,Leon Hall,Inactive,,CB
11042,11042,Carrington Valentine,Active,GB,DB
7005,7005,Scottie Phillips,Active,,RB
2129,2129,Jordan Thompson,Inactive,,TE
11258,11258,Jalen Harris,Active,,DL
1617,1617,Bradley McDougald,Active,JAX,DB
1181,1181,Luke Kuechly,Injured Reserve,,LB
5643,5643,Austin Fleer,Active,,OT
3430,3430,David Dean,Active,,DT
7798,7798,Will Sherman,Inactive,,T
6144,6144,Trayveon Williams,Active,CIN,RB
3542,3542,Deandre Reaves,Inactive,,WR
3495,3495,Mike Bercovici,Active,,QB
7991,7991,Darius Stills,Active,,DT
4057,4057,Gareon Conley,Active,,CB
6809,6809,Trevon Diggs,Inactive,DAL,CB
8181,8181,Connor Heyward,Active,PIT,TE
2786,2786,Jarryd Hayne,Inactive,,RB
773,773,Larry Asante,Inactive,,FS
11385,11385,Brian Walker,Active,,TE
6334,6334,Damarea Crockett,Active,,RB
1188,1188,Andrew Tiller,Inactive,,G
5650,5650,Dominick Sanders,Active,,FS
11835,11835,Jaylen Harrell,Active,TEN,DE
3784,3784,Destiny Vaeao,Inactive,,DE
10230,10230,Jalen Wayne,Active,,WR
6951,6951,Eno Benjamin,Active,,RB
2850,2850,Bobby Richardson,Inactive,,DT
4249,4249,Ejuan Price,Inactive,,OLB
5683,5683,David Steinmetz,Active,,T
2451,2451,Davis Tull,Active,,OLB
4176,4176,David Sharpe,Active,NYJ,T
4335,4335,P.J. Walker,Active,,QB
1382,1382,Rick Wagner,Active,,G
4392,4392,Malcolm Lewis,Active,,WR
11472,11472,Alfonzo Graham,Inactive,,RB
5545,5545,Raven Greene,Active,,DB
2865,2865,Julian Howsare,Inactive,,RB
1437,1437,Khaled Holmes,Inactive,,C
5535,5535,Micah Hannemann,Active,,FS
6919,6919,Thaddeus Moss,Active,,TE
4095,4095,Malik McDowell,Active,,DT
1140,1140,Mike Harris,Injured Reserve,,G
7847,7847,Gunnar Vogel,Active,,OT
11978,11978,John McCartan,Active,,LB
5419,5419,Chris Durant,Active,,OT
8151,8151,Kenneth Walker,Inactive,SEA,RB
60,60,Andre Fluellen,Inactive,,DT
7907,7907,Bryce Thompson,Active,,CB
319,319,John Greco,Inactive,,G
2521,2521,Austin Reiter,Active,,C
6064,6064,E.J. Ejiya,Active,,OLB
6188,6188,Sutton Smith,Active,,FB
10236,10236,Dalton Kincaid,Active,BUF,TE
12275,12275,Donny Ventrelli,Active,,OL
2078,2078,Odell Beckham,Active,,WR
7354,7354,Donell Stanley,Active,,C
8334,8334,Malcolm Rodriguez,Inactive,DET,LB
7215,7215,Corliss Waitman,Active,PIT,P
6472,6472,Justin Phillips,Active,,LB
1778,1778,Greg Jenkins,Inactive,,CB
2308,2308,Dante Fowler,Active,WAS,LB
4317,4317,Brandon Banks,Inactive,,DE
8075,8075,Damon Lloyd,Active,,LB
10986,10986,Jammie Robinson,Active,ARI,DB
7077,7077,Jacob Bobenmoyer,Active,LV,LS
2977,2977,Collin Rahrig,Inactive,,G
2045,2045,Alden Darby,Inactive,,SS
12003,12003,Gunnar Watson,Active,,QB
12383,12383,John Jiles,Active,NE,WR
3961,3961,Marc Trestman,Inactive,,
12352,12352,Jeremy Moussa,Active,,QB
5083,5083,Kamrin Moore,Inactive,,FS
3940,3940,Chase Price,Inactive,,RB
4752,4752,Fred Brown,Active,,WR
3526,3526,Roy Robertson-Harris,Active,SEA,DE
11290,11290,Alex Cook,Active,NYG,DB
3436,3436,Jeremy Cash,Inactive,,OLB
12062,12062,Cam Grandy,Active,CIN,TE
11247,11247,Mac Hippenhammer,Active,,WR
4338,4338,Levern Jacobs,Inactive,,WR
4290,4290,Brandon Beane,Inactive,,
6589,6589,Kirk Barron,Active,,C
1714,1714,Chigbo Anunoby,Inactive,,NT
351,351,Matt Slauson,Injured Reserve,,G
11785,11785,Cedric Johnson,Active,CIN,DE
6487,6487,Charles Scarff,Inactive,,TE
12327,12327,Isaiah Major,Active,,LB
5459,5459,Mason McKenrick,Active,,LB
8453,8453,Cam Jurgens,Active,PHI,OL
3037,3037,Josue Matias,Inactive,,G
5694,5694,Antwuan Davis,Inactive,,CB
7054,7054,Tommy Kraemer,Active,,G
6397,6397,Jaylen Johnson,Active,,DL
2501,2501,Quandre Diggs,Inactive,TEN,DB
2723,2723,RJ Harris,Inactive,,WR
5295,5295,De'Mornay Pierson-El,Active,,WR
11535,11535,Josh Butler,Inactive,DAL,CB
131,131,Duane Brown,Active,,T
1204,1204,Trumaine Johnson,Active,,CB
11041,11041,Andre Jones,Active,WAS,DE
4485,4485,William Stanback,Active,,RB
8323,8323,Jaquan Brisker,Inactive,CHI,DB
3732,3732,Richard Mullaney,Active,,WR
8026,8026,Landon Rice,Inactive,,TE
6444,6444,Nate Harvey,Active,,ILB
6089,6089,Daniel Helm,Active,,TE
7547,7547,Amon-Ra St. Brown,Active,DET,WR
2266,2266,Brandon Thomas,Active,,G
6368,6368,Shane Bowman,Inactive,,DE
2955,2955,CJ Conway,Inactive,,CB
11900,11900,Jacob Kibodi,Active,CLE,RB
3643,3643,Doug Middleton,Active,SF,DB
4642,4642,Jarron Jones,Active,,OL
12266,12266,Kam Stutts,Active,,OL
8413,8413,Chris Oladokun,Active,KC,QB
11474,11474,Dylan Drummond,Active,ATL,WR
4268,4268,Elijah Qualls,Active,,DT
3504,3504,Steven Scheu,Active,,TE
1111,1111,Andrew Luck,Injured Reserve,,QB
8928,8928,Daylen Baldwin,Active,,WR
5067,5067,Arden Key,Active,TEN,DE
8105,8105,Brayden Lenius,Active,,TE
5062,5062,Mason Cole,Active,,OL
6285,6285,Xavier Crawford,Active,,DB
5751,5751,Austin Roberts,Active,,TE
7009,7009,Trishton Jackson,Active,MIN,WR
10928,10928,Brodric Martin,Active,DET,DT
4409,4409,Josiah Price,Active,,TE
6914,6914,Trevon Hill,Inactive,,DL
3686,3686,Joe Sommers,Inactive,,TE
117,117,Rashean Mathis,Inactive,,CB
7222,7222,Myles Adams,Active,DET,DT
6364,6364,Papi White,Active,,WR
11719,11719,Cooper Beebe,Active,DAL,OL
8374,8374,Riq Woolen,Active,SEA,DB
760,760,Colt Anderson,Inactive,,FS
7742,7742,Kion Smith,Inactive,MIA,T
4356,4356,Ben Boulware,Active,,ILB
5581,5581,Anthony Wint,Inactive,,ILB
4113,4113,Dawuane Smoot,Active,BUF,DE
3622,3622,Mose Frazier,Inactive,,WR
3601,3601,Leonard Wester,Inactive,,G
3282,3282,Willie Beavers,Active,,OL
6059,6059,Travis Fulgham,Active,,WR
8555,8555,Chuck Wiley,Active,,LB
7802,7802,Tarron Jackson,Active,,DE
6245,6245,Gaje Ferguson,Inactive,,S
3084,3084,Rex Ryan,Inactive,,
11062,11062,Ali Gaye,Active,TEN,DE
11023,11023,Alex Forsyth,Active,DEN,OL
5017,5017,Jessie Bates,Active,ATL,DB
2972,2972,Darrian Miller,Inactive,,T
5582,5582,Brett Taylor,Active,,LB
1805,1805,Alejandro Villanueva,Active,BAL,OT
1484,1484,Tourek Williams,Inactive,,LB
1870,1870,James Hurst,Active,,OL
5522,5522,Owen Obasuyi,Active,,DE
5365,5365,Troy Apke,Inactive,,DB
941,941,Christian Ponder,Inactive,,QB
1935,1935,Zach Mettenberger,Inactive,,QB
4452,4452,Xavier Woodson,Inactive,,OLB
1830,1830,Garrison Smith,Inactive,,DT
7154,7154,Derrek Tuszka,Active,,LB
8828,8828,Michael Young,Active,,WR
6657,6657,Freedom Akinmoladun,Active,NYJ,DE
2230,2230,Lamarcus Joyner,Inactive,,DB
4058,4058,Solomon Thomas,Active,NYJ,DT
5542,5542,Naashon Hughes,Active,,ILB
1299,1299,Kyle Miller,Inactive,,TE
6916,6916,Stanford Samuels,Active,,CB
7176,7176,Caleb Repp,Active,,TE
8727,8727,Liam Shanahan,Active,,OL
11091,11091,James Nyamwaya,Active,,DE
7805,7805,Joshua Bledsoe,Active,,DB
7658,7658,Kelvin Joseph,Active,,CB
11817,11817,KT Leveston,Inactive,LAR,OL
83,83,Tim Hightower,Inactive,,RB
5339,5339,Kendrick Norton,Inactive,,NT
7877,7877,Hamilcar Rashed,Active,,DE
11774,11774,Trevor Keegan,Active,PHI,OL
2301,2301,Al Louis-Jean,Inactive,,CB
4552,4552,Isaiah Irving,Inactive,,LB
11233,11233,Ty Okada,Active,SEA,DB
2206,2206,Logan Kilgore,Inactive,,QB
500,500,Billy Cundiff,Inactive,,K
2354,2354,Mitch Morse,Active,JAX,C
8165,8165,Brandin Dandridge,Active,KC,DB
11128,11128,Mikel Jones,Active,,LB
321,321,Jerome Simpson,Inactive,,WR
8703,8703,Jean Delance,Active,,T
7057,7057,Baylen Buchanan,Inactive,,CB
10959,10959,Anthony Bradford,Inactive,SEA,OL
1184,1184,Amini Silatolu,Inactive,,G
632,632,Navorro Bowman,Inactive,,LB
390,390,Tyson Jackson,Inactive,,DE
2024,2024,Charcandrick West,Injured Reserve,,RB
5585,5585,T.J. Mutcherson,Active,,SS
5291,5291,J.t. Luper,Inactive,,WR
9481,9481,Luke Musgrave,Active,GB,TE
4885,4885,Brian Gutekunst,Inactive,,
5002,5002,Maurice Hurst,Inactive,CLE,DT
11837,11837,Jaden Davis,Active,ARI,DB
2208,2208,Vinnie Sunseri,Inactive,,FS
11213,11213,Camren McDonald,Active,,TE
58,58,Greg Olsen,Injured Reserve,,TE
3315,3315,K.J. Dillon,Inactive,,FS
2624,2624,Derek Akunne,Inactive,,OLB
2154,2154,Rakim Cox,Inactive,,DE
5224,5224,Taj Williams,Active,,WR
4600,4600,Noel Thomas,Active,,WR
3442,3442,Lamarcus Brutus,Inactive,,SS
3545,3545,Rashod Hill,Active,,T
5131,5131,Justin Jackson,Active,,RB
1636,1636,MarQueis Gray,Inactive,,TE
11720,11720,Marist Liufau,Active,DAL,LB
781,781,Teddy Williams,Inactive,,CB
7950,7950,Harry Crider,Active,,OL
3980,3980,Cory Carter,Active,,P
11548,11548,Aaron Dykes,Active,,RB
2665,2665,Jimmy Legree,Inactive,,CB
7361,7361,Jake Lacina,Inactive,,OL
3765,3765,Donte Deayon,Active,,CB
1430,1430,Chris Jones,Inactive,,DT
2744,2744,Cole Farrand,Inactive,,OLB
4632,4632,Carroll Phillips,Active,,DE
7485,7485,Daniel Bituli,Inactive,,LB
5653,5653,Jordan Thomas,Active,,CB
4326,4326,Bug Howard,Inactive,,TE
1123,1123,Ronnie Hillman,Inactive,,RB
8336,8336,Tyreke Smith,Active,SEA,DL
6454,6454,Trevon Tate,Active,,G
7313,7313,Liam McCullough,Active,ATL,LS
12287,12287,Chris Chukwuneke,Active,,LB
7109,7109,Malcolm Perry,Active,,WR
7441,7441,Brandon Kemp,Active,,T
1762,1762,Josh McNary,Inactive,,LB
172,172,Johnathan Joseph,Injured Reserve,,CB
2165,2165,Dominique Williams,Inactive,,RB
4850,4850,Christian Tago,Active,,OLB
11017,11017,Dee Winters,Active,SF,LB
5198,5198,Damon Webb,Active,,SS
12106,12106,Brandon Matterson,Active,,DL
8007,8007,Anthony Butler,Inactive,,LB
5742,5742,Blaine Woodson,Active,,DE
8596,8596,Devin Taylor,Active,,CB
12226,12226,Lorenzo Lingard,Active,,RB
8129,8129,Dameon Pierce,Active,HOU,RB
8434,8434,Player Invalid,Inactive,,TE
7403,7403,Luke Juriga,Active,,C
4097,4097,Ryan Anderson,Active,,LB
11844,11844,Myles Cole,Active,JAX,LB
4883,4883,Eric Decosta,Inactive,,
6627,6627,Shy Tuttle,Active,CAR,DT
11425,11425,Derrek Pitts,Active,,CB
4382,4382,Izaah Lunsford,Active,,DE
7797,7797,Jaylen Twyman,Active,,DT
3778,3778,Darrell Greene,Active,,G
2351,2351,Jaquiski Tartt,Active,,DB
5299,5299,Greg Senat,Active,,T
7179,7179,Austin Capps,Active,,C
3233,3233,Kevin Byard,Active,CHI,DB
5933,5933,Bless Austin,Active,,DB
2660,2660,Curtis Grant,Inactive,,OLB
385,385,Britton Colquitt,Active,,P
254,254,Darrelle Revis,Inactive,,CB
2803,2803,Bradley Marquez,Inactive,,WR
3467,3467,Taylor Bertolet,Inactive,,K
880,880,Jerrell Powe,Inactive,,NT
10892,10892,Will Anderson,Active,HOU,DL
2380,2380,Garrett Grayson,Inactive,,QB
199,199,Jon Condo,Active,,LS
6949,6949,Jordyn Brooks,Active,MIA,LB
3573,3573,Brandon Wilds,Inactive,,RB
2402,2402,Geneo Grissom,Inactive,,DE
6265,6265,Chris Nelson,Active,,DE
5272,5272,Greg Joseph,Active,NYJ,K
950,950,Darrin Walls,Inactive,,CB
7898,7898,Shakur Brown,Active,,CB
2764,2764,Alfy Hill,Inactive,,DE
5839,5839,Rashan Gary,Active,GB,LB
4412,4412,Shaan Washington,Active,,ILB
1699,1699,Brian Tyms,Inactive,,WR
8685,8685,John Mitchell,Active,,TE
70,70,Joe Staley,Injured Reserve,,T
802,802,Pat Devlin,Inactive,,QB
1593,1593,John Lotulelei,Injured Reserve,,LB
3713,3713,Deonte Gibson,Inactive,,DE
1950,1950,James Ferentz,Active,,OL
8437,8437,Thomas Hennigan,Active,,WR
4487,4487,Aaron Taylor,Active,,S
1795,1795,Kevin Graf,Inactive,,OT
6595,6595,Devlin Hodges,Active,,QB
8173,8173,ZaQuandre White,Active,,RB
11910,11910,Donovan Manuel,Active,,LB
3262,3262,Justin Simmons,Active,ATL,DB
6102,6102,Sua Opeta,Inactive,TB,G
8243,8243,DeAndre Torrey,Active,,RB
11581,11581,MarShawn Lloyd,Active,GB,RB
11038,11038,Derek Parish,Active,,DL
5853,5853,Trayvon Mullen,Inactive,BAL,CB
5417,5417,Marcus Edmond,Active,,DB
8237,8237,Player Invalid,Inactive,,RB
1827,1827,Arthur Lynch,Inactive,,TE
559,559,Tim Tebow,Inactive,,TE
7074,7074,A.J. Hines,Inactive,,RB
11956,11956,Brian Dooley,Active,,T
6655,6655,Taj-Amir Torres,Inactive,,CB
11494,11494,Willie Taylor,Active,,LB
427,427,Jarius Wynn,Inactive,,DE
5754,5754,Jaeden Graham,Inactive,,TE
4570,4570,Kennan Gilchrist,Active,,OLB
10909,10909,Isaiah Foskey,Active,NO,DL
1723,1723,Sean Baker,Inactive,,FS
2954,2954,BJ McBryde,Inactive,,DT
3469,3469,Cassanova McKinzy,Active,,OLB
8201,8201,Jack Coan,Active,,QB
4414,4414,Josh Augusta,Active,,NT
846,846,Jurrell Casey,Injured Reserve,,DT
4904,4904,Kevin Stefanski,Inactive,,
5032,5032,Jordan Akins,Active,CLE,TE
4080,4080,Zay Jones,Active,ARI,WR
6999,6999,Benito Jones,Active,MIA,DT
4147,4147,Samaje Perine,Active,KC,RB
7474,7474,Keandre Jones,Inactive,,LB
5837,5837,Redford Jones,Active,,K
3032,3032,Lavance Taylor,Inactive,,RB
1927,1927,Ri'Shard Anderson,Inactive,,CB
5333,5333,Jalyn Holmes,Active,WAS,DE
4002,4002,Eliot Wolf,Inactive,,
2562,2562,John Crockett,Inactive,,RB
8458,8458,Dylan Parham,Active,LV,OL
4997,4997,Mark Walton,Active,,RB
11240,11240,CJ Okoye,Active,LAC,DL
3418,3418,Mekale McKay,Active,,WR
4728,4728,Bart Houston,Active,,QB
5679,5679,Ryan Carter,Active,,CB
11838,11838,Nathan Thomas,Inactive,DAL,OL
7635,7635,Jaelan Phillips,Inactive,MIA,LB
5591,5591,Robert McCray,Active,,DE
684,684,Julius Peppers,Injured Reserve,,DE
11312,11312,T.J. Luther,Active,CAR,WR
6123,6123,Greedy Williams,Active,,CB
10932,10932,Garrett Williams,Active,ARI,DB
4050,4050,Cyril Grayson,Active,,WR
6452,6452,Jamie Gillan,Active,NYG,P
640,640,Anthony McCoy,Inactive,,TE
8294,8294,Bryan Cook,Active,KC,DB
8877,8877,Abu Daramy-Swaray,Active,,CB
6294,6294,Ty Summers,Active,NYG,LB
12417,12417,Jason Maitre,Active,MIA,CB
1621,1621,Nick Becton,Injured Reserve,,T
7720,7720,Kene Nwangwu,Inactive,NYJ,RB
4759,4759,John Elway,Inactive,,
10945,10945,Cameron Young,Inactive,SEA,DT
2719,2719,Anthony Harris,Active,,DB
11209,11209,Henry Pearson,Active,,FB
12240,12240,Brady Latham,Active,,OL
11867,11867,Jaelen Gill,Active,CLE,WR
8416,8416,Jalen Virgil,Active,BUF,WR
3550,3550,Jarrod Wilson,Active,,DB
8621,8621,Garrett Walston,Active,,TE
12418,12418,Chris Collins,Inactive,LAC,LB
1902,1902,Pierre Desir,Active,,CB
5126,5126,Austin Proehl,Active,,WR
2073,2073,Keith Smith,Active,,FB
5566,5566,Julian Allen,Inactive,,FB
2014,2014,Laurent Duvernay-Tardif,Active,,OL
7921,7921,Christian Elliss,Active,NE,LB
1493,1493,Eric Herman,Inactive,,G
5106,5106,Tyrell Crosby,Active,,OL
11791,11791,Tylan Grable,Active,BUF,OL
6973,6973,J.J. Taylor,Active,HOU,RB
5548,5548,Elijah Marks,Active,,WR
272,272,Chris Johnson,Inactive,,RB
1512,1512,Marquess Wilson,Inactive,,WR
6585,6585,Tony Brooks-James,Active,,RB
7924,7924,Jaytlin Askew,Active,,CB
3845,3845,Jabriel Washington,Inactive,,OLB
2195,2195,Marcus Ball,Inactive,,SS
12290,12290,Brandon Bishop,Active,,DB
2079,2079,Nat Berhe,Inactive,,FS
5208,5208,Matt Linehan,Inactive,,QB
5552,5552,Austin Golson,Active,,C
5400,5400,Trevon Mathis,Active,,CB
